en,de,description,file,hash
Actions,Aktionen,,site/modules/Relay/Relay.module.php,06df33001c1d7187fdd81ea1f5b277aa
Actions in current view by status,Aktionen in der aktuellen Ansicht nach Status,,site/modules/Relay/Relay.module.php,af64477cfee328730682df824f4f4527
Active,Aktiv,,site/modules/Relay/Relay.module.php,4d3d769b812b6faa6b76e1a8abaece2d
Adds /relay-api/v1/ routes with session/CSRF or an explicitly rotated Bearer credential. CORS remains disabled.,Fügt /relay-api/v1/-Routen mit session/CSRF oder einer explizit rotierten Bearer-Anmeldeinformation hinzu. CORS bleibt deaktiviert.,,site/modules/Relay/Relay.module.php,9b843d3fcc73feed1090d1cc97f93994
Adds a compact action/clock marker and local-time tooltip for users with relay-view.,Fügt eine kompakte Aktions-/Uhrmarkierung und einen Ortszeit-Tooltip für Benutzer mit relay-view hinzu.,,site/modules/Relay/Relay.module.php,663e5ab2d43fd1eede404e7d7623588b
Adds a subtle weekend background in date-based calendar views. Disable it for a uniform grid.,Fügt in datumsbasierten Kalenderansichten einen dezenten Wochenendhintergrund hinzu. Deaktivieren Sie es für ein einheitliches Raster.,,site/modules/Relay/Relay.module.php,75d3e7a7bfcdde3525309af275c77048
AI planning proposals,KI-Planungsvorschläge,,site/modules/Relay/Relay.module.php,ce74f68e998d966d107b0e413109aafd
"Alerts contain metadata, not editorial content","Warnungen enthalten Metadaten, keinen redaktionellen Inhalt",,site/modules/Relay/Relay.module.php,e2ff31dc656705e2b2d89110a4dac14c
All actions,Alle Aktionen,,site/modules/Relay/Relay.module.php,2701bbdc7ebed3bba6e85534149c85b1
All editable templates,Alle bearbeitbaren Vorlagen,,site/modules/Relay/Relay.module.php,c4665cd5c7c6178de30de7f3c8056ba4
Allowed templates,Erlaubte Vorlagen,,site/modules/Relay/Relay.module.php,309be34a512a2a051e6e43bb6da151b9
All statuses,Alle Status,,site/modules/Relay/Relay.module.php,96e3d398260724e0a83da53a2e9f20e7
All templates,Alle Vorlagen,,site/modules/Relay/Relay.module.php,d4e3a3afd7f0073d8b3967cf2995edc9
An action fails,Eine Aktion schlägt fehl,,site/modules/Relay/Relay.module.php,c9987dc7822b8c86232ea7dac2a53950
An action is cancelled,Eine Aktion wird abgebrochen,,site/modules/Relay/Relay.module.php,d73a22447bf29c5c8b6ec10edb2ddf15
An action is rescheduled,Eine Aktion wird verschoben,,site/modules/Relay/Relay.module.php,de25faabb04cfecc9d35e31628b8fe76
An action is scheduled,Eine Aktion ist geplant,,site/modules/Relay/Relay.module.php,5c5c92a301f9adb4c09fd18daf4b2830
An editor can request an editable publication-time and note proposal. Nothing is scheduled and no page is changed automatically.,Ein Redakteur kann einen editierbaren Veröffentlichungszeit- und Notizvorschlag anfordern. Es ist nichts geplant und keine Seite wird automatisch geändert.,,site/modules/Relay/Relay.module.php,bf9d1f92b299ff2027159bb4ad01ee1c
Any action completes,Jede Aktion wird abgeschlossen,,site/modules/Relay/Relay.module.php,4c1a63ec3b633e25dff8c7c0d954fdf8
A page is successfully published,Eine Seite wurde erfolgreich veröffentlicht,,site/modules/Relay/Relay.module.php,f4fa1bf941f484b0acd75613e7fde479
API,API,,site/modules/Relay/Relay.module.php,db974238714ca8de634a7ce1d083a14f
API access,API-Zugriff,,site/modules/Relay/Relay.module.php,333157a2df341277b8e5bf1ac7b9afd0
API keys and SMTP passwords remain in the selected WireMail provider. Relay sends operational page and job metadata only; a delivery failure never blocks a job state change.,API-Schlüssel und SMTP-Passwörter verbleiben beim ausgewählten WireMail-Anbieter. Relay sendet nur operative Seiten- und Jobmetadaten; Ein Lieferfehler blockiert niemals eine Auftragsstatusänderung.,,site/modules/Relay/Relay.module.php,335db0f60c195441bf768ffc9a695a42
Apply filters,Wenden Sie Filter an,,site/modules/Relay/Relay.module.php,79ee641715155ec7d121815215f2b70c
"A request triggers the check, not the clock","Eine Anfrage löst die Prüfung aus, nicht die Uhr",,site/modules/Relay/Relay.module.php,8b8b2dee506dea84460e65c8dac45ce2
A runtime credential is active; the saved token is not used.,Eine Laufzeitanmeldeinformation ist aktiv; Der gespeicherte Token wird nicht verwendet.,,site/modules/Relay/Relay.module.php,c4956cadc1053597ded6bac69c666e50
"A session-only demo sandbox. Create, reschedule, cancel, filter, and run test actions without writing schedule jobs or changing pages. Real jobs are hidden and workers are paused while enabled.","Eine reine Sitzungs-Demo-Sandbox. Erstellen, planen, stornieren, filtern und führen Sie Testaktionen aus, ohne Zeitplanaufträge zu schreiben oder Seiten zu wechseln. Echte Jobs werden ausgeblendet und Arbeiter werden angehalten, solange sie aktiviert sind.",,site/modules/Relay/Relay.module.php,e021fd243bfab1b74a65440ec0649a84
Assistance,Hilfe,,site/modules/Relay/Relay.module.php,1741ec6ed69cf571adac9eeb641c4f87
Authentication does not bypass permissions,Durch die Authentifizierung werden Berechtigungen nicht umgangen,,site/modules/Relay/Relay.module.php,3105bd97f2e5366f5c658323e62a7d61
Available,Verfügbar,,site/modules/Relay/Relay.module.php,78945de8de090e90045d299651a68a9b
Batch limit,Chargenlimit,,site/modules/Relay/Relay.module.php,c434994f87d80496315aabb424d301ac
Bearer token,Bearer-Token,,site/modules/Relay/Relay.module.php,25d95961a44037e555767a429cb7864e
Bounded filtered job list.,Begrenzte gefilterte Jobliste.,,site/modules/Relay/Relay.module.php,d28acff2ebaac2f03b246ad07ab890cb
Bounded filtered jobs.,Begrenzte gefilterte Jobs.,,site/modules/Relay/Relay.module.php,a63e0c300eda884def8ac90cee995aee
"Bound execution, retry failed work, and configure the optional traffic-driven fallback.","Begrenzen Sie die Ausführung, wiederholen Sie fehlgeschlagene Arbeiten und konfigurieren Sie den optionalen verkehrsgesteuerten Fallback.",,site/modules/Relay/Relay.module.php,1287ef14325adcd0c658131d23c85733
Browse pages,Seiten durchsuchen,,site/modules/Relay/Relay.module.php,5e0b73696a62c55958548373ca1b8685
Build a server-ready crontab line from the detected paths and worker limits. This page never installs or executes it.,Erstellen Sie aus den erkannten Pfaden und Worker-Grenzwerten eine serverbereite Crontab-Zeile. Diese Seite installiert oder führt es niemals aus.,,site/modules/Relay/Relay.module.php,c6716b8ef9880688b036ee21e2b24786
"Build the exact production worker command to review, copy, and install in the server scheduler.","Erstellen Sie den genauen Produktions-Worker-Befehl, um ihn im Server-Scheduler zu überprüfen, zu kopieren und zu installieren.",,site/modules/Relay/Relay.module.php,3dc3e866979d8821bbbaf6c1593d8b46
Calendar,Kalender,,site/modules/Relay/Relay.module.php,8ff922bbcd8ad41cdfc48d3c5163b2ab
Calendar is clear,Der Kalender ist übersichtlich,,site/modules/Relay/Relay.module.php,97c3f628453fd7631afa4ff83e6cf353
Calendar range,Kalenderbereich,,site/modules/Relay/Relay.module.php,1421ce9923c5e5d1c1b17300282da3d1
Cancel,Abbrechen,,site/modules/Relay/Relay.module.php,ea4788705e6873b424c65e91c2846b19
Cancel action,Aktion abbrechen,,site/modules/Relay/Relay.module.php,1bf87e44da33943a3baad59edd51f4a0
Cancel a pending action.,Eine ausstehende Aktion abbrechen.,,site/modules/Relay/Relay.module.php,b6d129c814ed58a2a5f019b6dbbf3cb5
Cancel editing,Bearbeitung abbrechen,,site/modules/Relay/Relay.module.php,12c110ad1b37cf8db33fa1246ec4143d
Cancelled,Abgesagt,,site/modules/Relay/Relay.module.php,a149e85a44aeec9140e92733d9ed694e
Cancel pending job.,Ausstehenden Auftrag abbrechen.,,site/modules/Relay/Relay.module.php,8bdd42c19fd7e9a544c6f8b007ab0bde
Cancel this scheduled action?,Diese geplante Aktion abbrechen?,,site/modules/Relay/Relay.module.php,a5ff052f361c36edf80cdd32fbd0d468
Cards are grouped by status; open any card for full details and actions.,"Karten sind nach Status gruppiert; Öffnen Sie eine beliebige Karte, um alle Details und Aktionen anzuzeigen.",,site/modules/Relay/Relay.module.php,49a239f405913b1094ea1cbab8dce2b7
Channel and capability manifest.,Kanal- und Fähigkeitsmanifest.,,site/modules/Relay/Relay.module.php,d424fe59c2ccbde6fc73ac9b8d3d9993
Channels and stable capabilities.,Kanäle und stabile Funktionen.,,site/modules/Relay/Relay.module.php,a0b7a50f9cffaa9bcbe43579ecb44fa0
Check paths,Überprüfen Sie die Pfade,,site/modules/Relay/Relay.module.php,46380281d1978ca571499940ac460734
"Choose an interface to see what it does, whether it is ready, what it can change, and where to configure it.","Wählen Sie eine Schnittstelle aus, um zu sehen, was sie tut, ob sie bereit ist, was sie ändern kann und wo sie konfiguriert werden muss.",,site/modules/Relay/Relay.module.php,792b6c4ecd8ede98fda36a2d900e5909
Choose a schedule action first.,Wählen Sie zunächst eine geplante Aktion aus.,,site/modules/Relay/Relay.module.php,b5ca6bee4a1a4df268843a5ed568baea
Choose Kanban column,Wählen Sie die Spalte Kanban,,site/modules/Relay/Relay.module.php,a75a612ebcfc9a2c29b980d76c23dfc7
Choose month and year,Wählen Sie Monat und Jahr,,site/modules/Relay/Relay.module.php,a7175c2ee9b6981892ad0d0cb0770a3c
Choose one or more page templates. Leave empty to allow every editable non-admin page.,"Wählen Sie eine oder mehrere Seitenvorlagen. Lassen Sie das Feld leer, um jede bearbeitbare Nicht-Administratorseite zuzulassen.",,site/modules/Relay/Relay.module.php,62f53ddacf90ac1a1a282667dd84f6ba
Choose publish or unpublish.,Wählen Sie „Veröffentlichen“ oder „Veröffentlichung aufheben“.,,site/modules/Relay/Relay.module.php,52a5e2ae21b418ac0b637e80b695e59b
Choose the roles whose users may be selected by someone with relay-run-as permission.,"Wählen Sie die Rollen aus, deren Benutzer von jemandem mit relay-run-as-Berechtigung ausgewählt werden können.",,site/modules/Relay/Relay.module.php,cc5c4664914c5717b118af4ffbb7b656
Choose timeline date,Wählen Sie das Timeline-Datum,,site/modules/Relay/Relay.module.php,58c26170f40ee134863a4e2265318259
Choose up to eight scalar fields. Only these bounded values are included after an editor requests a proposal. Use title alone for the smallest disclosure.,"Wählen Sie bis zu acht Skalarfelder. Nur diese begrenzten Werte werden einbezogen, nachdem ein Redakteur einen Vorschlag angefordert hat. Verwenden Sie für die kleinste Offenlegung nur den Titel.",,site/modules/Relay/Relay.module.php,9caa28121a764be018236b2647157e0b
"Choose what should happen to the page, when it should happen, and who should perform it.","Wählen Sie aus, was mit der Seite passieren soll, wann es passieren soll und wer es ausführen soll.",,site/modules/Relay/Relay.module.php,03029f0acc3df7ea5b91d1fcf3694bd7
Choose which pages and editorial identities Relay may operate on.,"Wählen Sie aus, auf welchen Seiten und redaktionellen Identitäten Relay arbeiten darf.",,site/modules/Relay/Relay.module.php,6b448a4ff5e5058375e4118a2718db83
Clear all demo actions from this session?,Alle Demo-Aktionen dieser Sitzung löschen?,,site/modules/Relay/Relay.module.php,0afe20513d4c6a3d9f609d4983d57823
Clear demo data,Demodaten löschen,,site/modules/Relay/Relay.module.php,a13c9b268dc6b84aa629f0d3974fb7a6
Clear filter,Filter löschen,,site/modules/Relay/Relay.module.php,f53b6f6ba5a4c2c190041fe59d8926a0
Clear filters,Filter löschen,,site/modules/Relay/Relay.module.php,0b275442d6556cff30b75f37f1918899
CLI,CLI,,site/modules/Relay/Relay.module.php,91af5705f16502125e8b2187e64202c0
CLI + LazyCron,CLI + LazyCron,,site/modules/Relay/Relay.module.php,29cf269ee8cf09d63ec883b3f88f9b1b
CLI worker,CLI Arbeiter,,site/modules/Relay/Relay.module.php,0450b38d94a0f09d42a2e35a093d82ac
Close details,Details schließen,,site/modules/Relay/Relay.module.php,d1a5096b0b613e40eea77aa1dd350342
Comma-separated administrator addresses.,Durch Kommas getrennte Administratoradressen.,,site/modules/Relay/Relay.module.php,83feeffce6708ac3652653cce1ef4372
Command,Befehl,,site/modules/Relay/Relay.module.php,ee97be03cb04119af45014d815621ce1
Command-line access,Befehlszeilenzugriff,,site/modules/Relay/Relay.module.php,1ae7429170bfbb819a1fafac758dbaff
Commands,Befehle,,site/modules/Relay/Relay.module.php,c441ee50c88f6e5e3a7c69fc69dad8b8
Compare pages across a two-week planning board and spot competing publication changes.,Vergleichen Sie die Seiten einer zweiwöchigen Planungstafel und erkennen Sie konkurrierende Veröffentlichungsänderungen.,,site/modules/Relay/Relay.module.php,36416f7fba3b68afaa8caf609a6b402d
"Compare three months at a glance, then select any date to inspect it in detail.","Vergleichen Sie drei Monate auf einen Blick und wählen Sie dann ein beliebiges Datum aus, um es im Detail zu betrachten.",,site/modules/Relay/Relay.module.php,44fb40bb578f67863cc572f8ccc6837f
Completed,Abgeschlossen,,site/modules/Relay/Relay.module.php,07ca5050e697392c9ed47e6453f1453f
Completed action,Aktion abgeschlossen,,site/modules/Relay/Relay.module.php,bded5a028477d97fee35867fc5306474
Configuration snapshot,Konfigurations-Snapshot,,site/modules/Relay/Relay.module.php,a0723ddce45680734891027186cc3da4
Configured,Konfiguriert,,site/modules/Relay/Relay.module.php,61aa63eb3ac1c3408640463ee5fe8aa3
"Configure editorial defaults, module boundaries, and worker safety. Planning tools remain in the Relay workspace.","Konfigurieren Sie redaktionelle Vorgaben, Modulgrenzen und Arbeitssicherheit. Planungstools bleiben im Relay-Arbeitsbereich.",,site/modules/Relay/Relay.module.php,840ee1e2378e3ae14ab5a2612a6cb829
Connect a trusted application with a ProcessWire session or one scoped Bearer token. Every request still acts as the assigned user.,Verbinden Sie eine vertrauenswürdige Anwendung mit einer ProcessWire-Sitzung oder einem bereichsbezogenen Bearer-Token. Jede Anfrage fungiert weiterhin als zugewiesener Benutzer.,,site/modules/Relay/Relay.module.php,832dbb4732956012611aaa8902c9020d
Connected,Verbunden,,site/modules/Relay/Relay.module.php,2ec0d16e4ca169baedb9b2d50ec5c6d7
Connect trusted internal tools through the PHP API or REST while keeping ProcessWire permissions in control.,Verbinden Sie vertrauenswürdige interne Tools über die PHP-API oder REST und behalten Sie dabei die Kontrolle über die ProcessWire-Berechtigungen.,,site/modules/Relay/Relay.module.php,c68fa890692512c3064dfde4ea5e0374
"Controls the weekday order and range boundaries in month, week, quarter, and timeline views.","Steuert die Wochentagsreihenfolge und Bereichsgrenzen in den Monats-, Wochen-, Quartals- und Zeitachsenansichten.",,site/modules/Relay/Relay.module.php,a35093bd21860077027b3bed0a40b3b2
Copied,Kopiert,,site/modules/Relay/Relay.module.php,a588b1abc58b8b758c4b34b69b9e10bb
Copy failed,Der Kopiervorgang ist fehlgeschlagen,,site/modules/Relay/Relay.module.php,5496a81d145ee0c172e6c616cabbf89c
Copy line,Zeile kopieren,,site/modules/Relay/Relay.module.php,1b318b7364fe667573f0b08a40bf3504
Copy now,Jetzt kopieren,,site/modules/Relay/Relay.module.php,68b3e342561fc3fd7a4b776bce7b32de
Copy publication URL,Veröffentlichungs-URL kopieren,,site/modules/Relay/Relay.module.php,de31ad66e8f4c571db77ca043fc64151
Could not copy the publication URL.,Die Veröffentlichungs-URL konnte nicht kopiert werden.,,site/modules/Relay/Relay.module.php,7de6cdd0cea64636b71bb7daf2eb4330
Create a bot with @BotFather. TeleWire module settings are not used; Relay owns this credential and a private runtime override takes precedence.,Erstellen Sie einen Bot mit @BotFather. Die Moduleinstellungen TeleWire werden nicht verwendet; Relay besitzt diese Anmeldeinformationen und eine private Laufzeitüberschreibung hat Vorrang.,,site/modules/Relay/Relay.module.php,1e104bb8cac50f1203e2b0082cc35378
Create action/window from JSON.,Aktion/Fenster aus JSON erstellen.,,site/modules/Relay/Relay.module.php,e809c38a148988d6868a2e26132820d3
Create an action or publication window.,Erstellen Sie ein Aktions- oder Veröffentlichungsfenster.,,site/modules/Relay/Relay.module.php,6724697fdf125552ad446dbd15a9006b
Credential boundary,Berechtigungsgrenze,,site/modules/Relay/Relay.module.php,0068e8594ce82519d038f615bd036630
Credentials,Anmeldeinformationen,,site/modules/Relay/Relay.module.php,2daf1cb573c2c61422faf64610cf9402
Credentials remain encrypted in Squad. Leave blank to use its active default provider and model.,"Anmeldeinformationen bleiben in Squad verschlüsselt. Lassen Sie das Feld leer, um den aktiven Standardanbieter und das Modell zu verwenden.",,site/modules/Relay/Relay.module.php,4fe66c555255afc3d6071252d53ae094
Cron paths may contain only ordinary path characters and must not contain line breaks.,Cron-Pfade dürfen nur normale Pfadzeichen enthalten und dürfen keine Zeilenumbrüche enthalten.,,site/modules/Relay/Relay.module.php,e18eb6890a7d414858d490f91d52ed60
Crontab,Crontab,,site/modules/Relay/Relay.module.php,7ac05e39c9ac2dca8d85eb369276b5f9
Crontab command builder,Crontab-Befehlsersteller,,site/modules/Relay/Relay.module.php,436b64e2d82ccd300bdd7083fcb96bb7
Crontab interval,Crontab-Intervall,,site/modules/Relay/Relay.module.php,413239b7ad45b126284d48d2d302a307
Crontab log path,Crontab Protokollpfad,,site/modules/Relay/Relay.module.php,2a0e6f286d79fee4d193ded7d101565a
Crontab PHP binary,Crontab PHP binär,,site/modules/Relay/Relay.module.php,298c1b65b0849b7b8d4608bdeb172f14
Current runtime,Aktuelle Laufzeit,,site/modules/Relay/Relay.module.php,1ff985a7372fb2007f693065be4ec93f
Current state,Aktueller Stand,,site/modules/Relay/Relay.module.php,48358648336d501e2336d5360a559533
Date,Datum,,site/modules/Relay/Relay.module.php,44749712dbec183e983dcd78a7736c41
Date and time,Datum und Uhrzeit,,site/modules/Relay/Relay.module.php,2b0b7c9cbd6d6e9fa6b99aa06e828673
Dates are entered in this timezone and stored as UTC. Existing jobs retain their timezone snapshot.,Daten werden in dieser Zeitzone eingegeben und als UTC gespeichert. Vorhandene Jobs behalten ihren Zeitzonen-Snapshot.,,site/modules/Relay/Relay.module.php,ef3b9053e482cbbbcb81b70404c333b8
Default planning view,Standard-Planungsansicht,,site/modules/Relay/Relay.module.php,7bfd5d7d9aa3cd647746fdd0b268ea2d
Default scheduling time,Standardplanungszeit,,site/modules/Relay/Relay.module.php,5139b5fa243889383ebcf2eb4e4b6ff3
Defaults editors see when they plan and review publication changes.,"Standardredakteure sehen, wann sie Veröffentlichungsänderungen planen und überprüfen.",,site/modules/Relay/Relay.module.php,866a71238cd697abfcdfe659271e4924
Default time %s,Standardzeit %s,,site/modules/Relay/Relay.module.php,39d05a37d73e961af3d143549681cbf4
Default workspace,Standardarbeitsbereich,,site/modules/Relay/Relay.module.php,200b2afc357800a45e6f94aff0e41378
Delivery,Lieferung,,site/modules/Relay/Relay.module.php,065ab3a28ca4f16f55f103adc7d0226f
Demo: action currently being processed,Demo: Aktion wird derzeit verarbeitet,,site/modules/Relay/Relay.module.php,4e977e78254673a0518e9506f0e3b26e
Demo: afternoon editorial release,Demo: Redaktionelle Veröffentlichung am Nachmittag,,site/modules/Relay/Relay.module.php,53a7d9e119530324a72233463166c2a1
Demo: article published successfully,Demo: Artikel erfolgreich veröffentlicht,,site/modules/Relay/Relay.module.php,c219f7ee8f274c285b2fda9764660d1a
Demo: campaign closed on schedule,Demo: Kampagne pünktlich abgeschlossen,,site/modules/Relay/Relay.module.php,37bb96a328e8c40cffcd48749cf3b0c7
Demo: campaign closing action,Demo: Aktion zum Abschluss der Kampagne,,site/modules/Relay/Relay.module.php,f066f0c72cf4115df0e3d170591f9e17
Demo: campaign landing page,Demo: Landingpage der Kampagne,,site/modules/Relay/Relay.module.php,8e385810eed22833bdc5e78b324ec556
Demo: cancelled weekend release,Demo: Veröffentlichung am Wochenende abgesagt,,site/modules/Relay/Relay.module.php,16d5392b56592788fe2acee7e9baf7e0
Demo: due action for testing the worker,Demo: Angemessene Maßnahme zum Testen des Arbeiters,,site/modules/Relay/Relay.module.php,0abcb64269c52b16d25131c1d6ffab99
Demo: duplicate launch cancelled,Demo: Doppelstart abgebrochen,,site/modules/Relay/Relay.module.php,382ba1f1057626ca2237b4bfa2705463
Demo: early campaign publication completed,Demo: Die frühe Veröffentlichung der Kampagne ist abgeschlossen,,site/modules/Relay/Relay.module.php,e3d5f3a32b5421ced92d87f5ffbeceac
Demo: editorial launch was cancelled,Demo: Redaktionsstart wurde abgesagt,,site/modules/Relay/Relay.module.php,a01270e1dbfc1e2769918d75edf321c9
Demo: evening feature release,Demo: abendliche Feature-Veröffentlichung,,site/modules/Relay/Relay.module.php,567f1fb2c94383e790f3418e142baf74
Demo: evening launch cancelled,Demo: Abendstart abgesagt,,site/modules/Relay/Relay.module.php,01fc1bca507f5108d78708c516c816b4
Demo: expired publication removed,Demo: abgelaufene Veröffentlichung entfernt,,site/modules/Relay/Relay.module.php,b763e6b4f53c3fd7a9de4f47a0c2114e
Demo: failed action ready for review,Demo: fehlgeschlagene Aktion zur Überprüfung bereit,,site/modules/Relay/Relay.module.php,5859cace48df8a80fd1e50d0a44db568
Demo: fortnight editorial milestone,Demo: zweiwöchiger redaktioneller Meilenstein,,site/modules/Relay/Relay.module.php,628d6aee4011ccee88dc1bf6b6c6a870
Demo: future content retirement,Demo: zukünftige Einstellung von Inhalten,,site/modules/Relay/Relay.module.php,bdc873844e059ddcae9990287bc292bd
Demo: knowledge-base update,Demo: Aktualisierung der Wissensdatenbank,,site/modules/Relay/Relay.module.php,c48930a7b7c6f8ff23ff055391d425ac
Demo: late editorial release,Demo: späte redaktionelle Veröffentlichung,,site/modules/Relay/Relay.module.php,b791b6bcfd612979c4687115f84eb08e
Demo: long-range publication plan,Demo: Langfristiger Veröffentlichungsplan,,site/modules/Relay/Relay.module.php,400ab62682aa49552e4380713ad93e0a
Demo: midday failure awaiting review,Demo: Mittagsfehler wartet auf Überprüfung,,site/modules/Relay/Relay.module.php,89c5dec77182b2aa09c797b388425c12
Demo: morning product announcement,Demo: Produktankündigung am Morgen,,site/modules/Relay/Relay.module.php,cfc62a32cc355880439d5fdef545d001
Demo: morning publication completed,Demo: Morgenveröffentlichung abgeschlossen,,site/modules/Relay/Relay.module.php,2e8dff2e51605dbdeab759499467499c
Demo: next-month opening slot,Demo: Eröffnungsslot im nächsten Monat,,site/modules/Relay/Relay.module.php,a878e7698bf4faedb78c19170b1cf719
Demo: next-month preview release,Demo: Vorschauversion im nächsten Monat,,site/modules/Relay/Relay.module.php,af1bd2075439d8df12b07e11bf05d1b9
Demo: older unpublication plan was replaced,Demo: Der ältere Unveröffentlichungsplan wurde ersetzt,,site/modules/Relay/Relay.module.php,34c8d916e9e146e6fb5fc3dd901b44a8
Demo: partner announcement,Demo: Partnerankündigung,,site/modules/Relay/Relay.module.php,b2a018fc7c3d19dcdf4d0695c724acc6
Demo: planned unpublication,Demo: geplante Nichtveröffentlichung,,site/modules/Relay/Relay.module.php,e7d5b5bc493fabbe51504d69e0f43ca6
Demo: primary publication slot,Demo: Hauptveröffentlichungsplatz,,site/modules/Relay/Relay.module.php,4483db70aab9eca19c24e99fcbad5e9d
Demo: publication failed after retries,Demo: Veröffentlichung nach Wiederholungsversuchen fehlgeschlagen,,site/modules/Relay/Relay.module.php,6f60e14c8fd741c66345e49096581f4c
Demo: quarterly archive plan,Demo: vierteljährlicher Archivplan,,site/modules/Relay/Relay.module.php,97590c824e1a54db97e0e72240d1c493
Demo: queued editorial processing,Demo: Redaktionelle Bearbeitung in der Warteschlange,,site/modules/Relay/Relay.module.php,ece98969aa73936c424d7448d63bacb3
Demo: replaced end-of-day plan,Demo: Tagesendplan ersetzt,,site/modules/Relay/Relay.module.php,2679b07e8c9e4e61109af074c6186e6e
Demo: scheduled release completed,Demo: geplante Veröffentlichung abgeschlossen,,site/modules/Relay/Relay.module.php,ec72c83754784238e397d3339ae104d9
Demo: short-lived notice expiry,Demo: Kurzfristiger Ablauf der Kündigungsfrist,,site/modules/Relay/Relay.module.php,fb8069cd90115c02ca5e02390962d2e2
Demo: temporary page expiry,Demo: vorübergehender Seitenablauf,,site/modules/Relay/Relay.module.php,777528530b00495f5bbffd74c0bb0d22
Demo: timed content expiry,Demo: zeitgesteuerter Inhaltsablauf,,site/modules/Relay/Relay.module.php,0609257a5b1203389dca701490616329
Demo: weekend publication,Demo: Wochenendveröffentlichung,,site/modules/Relay/Relay.module.php,772e6de1d5d877a83cf5234d6d45d09a
Demo: weekly editorial opening,Demo: wöchentliche Redaktionseröffnung,,site/modules/Relay/Relay.module.php,517174a2ddde8d07dd50a71b3156a195
Demo action cancelled. No real data was changed.,Demo-Aktion abgebrochen. Es wurden keine echten Daten geändert.,,site/modules/Relay/Relay.module.php,9a3da0c5f659e2d591b558084f562a16
Demo action created. No real data was added.,Demo-Aktion erstellt. Es wurden keine echten Daten hinzugefügt.,,site/modules/Relay/Relay.module.php,84aa0e76a7be503b5914d4aaad23b893
Demo actions,Demo-Aktionen,,site/modules/Relay/Relay.module.php,dc058d439f9787fa13ea7d0189fc9a67
Demo action updated. No real data was changed.,Demo-Aktion aktualisiert. Es wurden keine echten Daten geändert.,,site/modules/Relay/Relay.module.php,5e788eab456f5d2537002e54d9028edd
Demo failure: retry limit reached,Demo-Fehler: Wiederholungslimit erreicht,,site/modules/Relay/Relay.module.php,1b648a384fab436f6371cbb50fed1432
