en,nl,description,file,hash
Demo: midday failure awaiting review,Demo: middaguitval in afwachting van de beoordeling,,site/modules/Relay/Relay.module.php,89c5dec77182b2aa09c797b388425c12
Demo: morning product announcement,Demo: ochtend product aankondiging,,site/modules/Relay/Relay.module.php,cfc62a32cc355880439d5fdef545d001
Demo: morning publication completed,Demo: uitgave in de ochtend voltooid,,site/modules/Relay/Relay.module.php,2e8dff2e51605dbdeab759499467499c
Demo: next-month opening slot,Demo: volgende maand opening slot,,site/modules/Relay/Relay.module.php,a878e7698bf4faedb78c19170b1cf719
Demo: next-month preview release,Demo: preview release volgende maand,,site/modules/Relay/Relay.module.php,af1bd2075439d8df12b07e11bf05d1b9
Demo: older unpublication plan was replaced,Demo: ouder niet-publicatieplan werd vervangen,,site/modules/Relay/Relay.module.php,34c8d916e9e146e6fb5fc3dd901b44a8
Demo: partner announcement,Demo: partner aankondiging,,site/modules/Relay/Relay.module.php,b2a018fc7c3d19dcdf4d0695c724acc6
Demo: planned unpublication,Demo: geplande niet-publicatie,,site/modules/Relay/Relay.module.php,e7d5b5bc493fabbe51504d69e0f43ca6
Demo: primary publication slot,Demo: primaire publicatie slot,,site/modules/Relay/Relay.module.php,4483db70aab9eca19c24e99fcbad5e9d
Demo: publication failed after retries,Demo: publicatie mislukt na herhalingen,,site/modules/Relay/Relay.module.php,6f60e14c8fd741c66345e49096581f4c
Demo: quarterly archive plan,Demo: driemaandelijkse archiefplan,,site/modules/Relay/Relay.module.php,97590c824e1a54db97e0e72240d1c493
Demo: queued editorial processing,Demo: in de rij opgenomen redactionele verwerking,,site/modules/Relay/Relay.module.php,ece98969aa73936c424d7448d63bacb3
Demo: replaced end-of-day plan,Demo: vervangen einde-dagplan,,site/modules/Relay/Relay.module.php,2679b07e8c9e4e61109af074c6186e6e
Demo: scheduled release completed,Demo: geplande release voltooid,,site/modules/Relay/Relay.module.php,ec72c83754784238e397d3339ae104d9
Demo: short-lived notice expiry,Demo: kortstondige kennisgeving verlopen,,site/modules/Relay/Relay.module.php,fb8069cd90115c02ca5e02390962d2e2
Demo: temporary page expiry,Demo: tijdelijke pagina-vervaldatum,,site/modules/Relay/Relay.module.php,777528530b00495f5bbffd74c0bb0d22
Demo: timed content expiry,Demo: verlopend content,,site/modules/Relay/Relay.module.php,0609257a5b1203389dca701490616329
Demo: weekend publication,Demo: weekendpublicatie,,site/modules/Relay/Relay.module.php,772e6de1d5d877a83cf5234d6d45d09a
Demo: weekly editorial opening,Demo: wekelijkse redactionele opening,,site/modules/Relay/Relay.module.php,517174a2ddde8d07dd50a71b3156a195
Demo action cancelled. No real data was changed.,Demo actie geannuleerd. Er zijn geen echte gegevens gewijzigd.,,site/modules/Relay/Relay.module.php,9a3da0c5f659e2d591b558084f562a16
Demo action created. No real data was added.,Demo actie aangemaakt. Er zijn geen echte gegevens toegevoegd.,,site/modules/Relay/Relay.module.php,84aa0e76a7be503b5914d4aaad23b893
Demo actions,Demo-acties,,site/modules/Relay/Relay.module.php,dc058d439f9787fa13ea7d0189fc9a67
Demo action updated. No real data was changed.,Demo actie bijgewerkt. Er zijn geen echte gegevens gewijzigd.,,site/modules/Relay/Relay.module.php,5e788eab456f5d2537002e54d9028edd
Demo failure: retry limit reached,Demofout: retry limiet bereikt,,site/modules/Relay/Relay.module.php,1b648a384fab436f6371cbb50fed1432
Demo publication window created. No real data was added.,Demo publicatievenster gemaakt. Er zijn geen echte gegevens toegevoegd.,,site/modules/Relay/Relay.module.php,fe51125b66789ffd624b0fcb116cd4e4
Demo sandbox cleared.,Demo zandbak is leeg.,,site/modules/Relay/Relay.module.php,0f4bc421a79c379c6088bfc9da36d518
Disabled,Uitgeschakeld,,site/modules/Relay/Relay.module.php,b9f5c797ebbf55adccdd8539a65a0241
Disable this option to return to the real schedule. Imitation data can be cleared from the Relay workspace.,Schakel deze optie uit om terug te keren naar het echte schema. Imitatiegegevens kunnen worden gewist vanuit de Relay werkruimte.,,site/modules/Relay/Relay.module.php,44d4af7a081e376050300527f4ccf823
Dismiss notification,Mededeling verwerpen,,site/modules/Relay/Relay.module.php,f60fdb90ef3ee39faa9ae1dcf41b99bc
Drag selected fields into priority order; only fields present on the requested page are sent.,Sleep geselecteerde velden in prioritaire volgorde; alleen de velden die op de gevraagde pagina aanwezig zijn worden verzonden.,,site/modules/Relay/Relay.module.php,75cd4af5e243ca9b7097e3efb57820eb
"Drag this pending action to another date, or open it for exact rescheduling.","Sleep deze in afwachting van actie naar een andere datum, of open deze voor een exacte herschikking.",,site/modules/Relay/Relay.module.php,6c838aa8af183942b8654bc03625178e
Edit,Bewerken,,site/modules/Relay/Relay.module.php,7dce122004969d56ae2e0245cb754d35
Editorial identity,Redactie-identiteit,,site/modules/Relay/Relay.module.php,e439c9c6d21a35df29cc1f53267b38ef
Editorial identity roles,Redactionele identiteitsrollen,,site/modules/Relay/Relay.module.php,d61b0692a07d7f1642dc1884b7d65530
Editorial planning,Redactieplanning,,site/modules/Relay/Relay.module.php,e58d817da46eec7830b8d99de903ca60
Editorial planning assistance,Bijstand bij de redactionele planning,,site/modules/Relay/Relay.module.php,811e14b0c4ed2ee9fd897d35100089dc
